device_id,latitude,longitude
ESKT22C30-13220,34.761542,134.098744
ESKT22C04-13171,35.413433,134.618708
ESKT22C30-13227,35.605275,134.615892
ESKT22C30-13212,34.844219,133.584542
ESKT22E13-14113,34.053283,131.490503
ESKT22E13-14114,34.614169,136.054292
ESKT22E13-14120,31.833778,131.44805
ESKT22E13-14121,33.990686,132.188525
ESKT22E13-14126,34.516711,135.987008
ESKT22E13-14127,31.951786,131.138411
ESKT22E09-14098,31.631106,130.394328
ESKT22E09-14099,34.528167,129.424889
ESKT22A12-13039,34.348806,132.344697
ESKT22D04-14041,30.377792,130.664061
ESKT22D04-14042,30.235683,130.516561
ESKT22D04-14055,30.722483,131.010764
ESKT22D04-14056,30.746475,130.861211
ESKT22D04-14057,32.784408,130.030783
ESKT22D04-14059,26.240983,127.729261
ESKT22C30-13213,26.223064,127.719894
ESKT22C30-13216,34.386519,135.714958
ESKT22C30-13217,24.763019,125.344311
ESKT22C30-13222,34.594675,135.824986
ESKT22C30-13223,26.603019,127.912644
ESKT22C30-13226,35.586436,134.348356
ESKT22C30-13228,34.523225,135.882983
ESKT22C30-13232,26.202144,127.705972
ESKT22C30-13233,26.337258,127.841781
ESKT22C30-13234,26.207511,127.7246
ESKT22C30-13235,26.244414,127.687953
ESKT22C30-13236,26.171261,127.791333
ESKT22C30-13237,34.699786,137.933567
ESKT22C30-13245,34.557483,135.833042
ESKT21K29-12202,34.091778,131.582514
ESKT22A11-13004,34.442497,131.421864
ESKT22A11-13018,34.687636,135.282789
ESKT22C04-13168,33.950836,135.977008
ESKT22C04-13172,33.329922,132.777208
ESKT22C04-13174,34.675436,135.416333
ESKT22C04-13177,34.371542,132.528536
ESKT22C04-13179,32.275228,131.043758
ESKT22C04-13180,32.234314,131.152431
ESKT22C04-13181,32.236669,131.188103
ESKT22C04-13182,26.629444,128.030981
ESKT22C04-13183,26.239111,127.737256
ESKT22C04-13187,26.629503,128.030903
ESKT22C04-13188,36.548128,139.972728
ESKT22C04-13191,34.935328,136.094083
ESKT22C04-13192,26.712144,127.770019
ESKT22C04-13196,33.633967,133.09395
ESKT22C04-13201,34.568272,135.729625
ESKT22C04-13203,34.792878,135.745533
ESKT21L06-12223,33.338325,133.129483
ESKT0H04-07182,33.945233,131.269594
ESKT22B07-13145,34.451517,132.412344
ESKT22B07-13147,34.393761,132.341078
ESKT22B07-13153,32.249728,130.958675
ESKT22B07-13156,34.313806,133.156581
ESKT22B07-13157,24.787886,125.277614
ESKT22B07-13158,34.9214,135.495619
ESKT1J01-11186,35.002867,136.085283
ESKT21L06-12228,33.868358,136.081342
ESKT22A12-13035,33.529217,133.585836
ESKT22A12-13038,33.828772,133.863919
ESKT22A12-13040,35.326839,134.036306
ESKT22A12-13041,33.955619,131.233614
ESKT22A12-13042,26.156608,127.78665
ESKT22A11-13003,26.292233,127.767169
ESKT22A11-13010,26.326658,127.851783
ESKT22A11-13012,34.862644,135.393178
ESKT22A11-13013,26.224844,127.736833
ESKT22A11-13016,34.480586,135.522006
ESKT22A11-13019,33.482144,133.363369
ESKT22A11-13022,34.443667,135.474267
ESKT22A11-13023,32.232828,130.714794
ESKT22A11-13025,26.330325,127.853986
ESKT21L06-12224,32.420325,131.409828
ESKT21L06-12227,31.886286,131.271264
ESKT21L06-12242,24.459047,123.030569
ESKT1I16-11178,34.639272,135.418094
ESKT21K29-12135,26.256644,127.728664
ESKT21K29-12136,26.252653,127.783392
ESKT21K29-12205,26.670019,127.951758
ESKT21K29-12208,34.6072,136.060653
ESKT21K29-12209,24.3586,124.230806
ESKT21K29-12211,35.151975,136.090453
ESKT21K29-12218,24.445817,122.943794
ESKT21K29-12219,34.557544,135.753825
ESKT21K02-12100,26.240917,127.716961
ESKT21K02-12107,34.44115,133.201542
ESKT21K02-12113,34.440942,133.202267
ESKT21K02-12122,35.002808,136.085467
ESKT21K02-12123,33.500892,133.076125
ESKT21K02-12125,34.032311,131.564478
ESKT21K02-12128,34.569817,133.711217
ESKT21K02-12132,33.282131,132.808478
ESKT21K02-1286,26.257803,127.743722
ESKT21K02-1288,34.519656,133.914506
ESKT21K02-1291,34.849486,135.645419
ESKT21K02-1292,24.750392,125.388781
ESKT21K02-1294,26.312378,127.916036
ESKT21K02-1296,26.2407,127.713778
ESKT21K02-1298,34.593111,135.572142
ESKT21K02-1299,26.670425,127.912794
ESKT1G15-11112,24.749831,125.335211
ESKT1I08-11138,31.845544,131.076703
ESKT1J05-12068,34.455772,135.710633
ESKT1J05-12070,34.523211,135.883469
ESKT1J01-11185,34.568303,135.730036
ESKT1J01-11189,31.468819,130.5143
ESKT1J01-11193,34.593783,136.426144
ESKT1J01-11195,34.849369,135.645228
ESKT1J01-12051,34.865942,136.22135
ESKT1J01-12058,33.678122,133.518125
ESKT1I16-11175,32.600053,131.494558
ESKT1I16-11177,26.121158,127.690931
ESKT1I16-11180,0.0,0.0
ESKT1I16-11181,34.568211,135.729525
ESKT1I13-11164,24.357736,124.208358
ESKT1I13-11165,24.347494,124.142933
ESKT1I13-11166,27.036925,128.432839
ESKT1I13-11167,33.482483,133.36575
ESKT1I13-11169,0.0,0.0
ESKT1I13-11170,24.357669,124.208439
ESKT1I13-11171,24.357794,124.208358
ESKT1I13-11172,34.35475,135.236192
ESKT1I08-11134,34.829747,134.775317
ESKT1I08-11136,27.0446,128.419861
ESKT1I08-11142,34.013869,131.549317
ESKT1I08-11143,34.779256,135.657742
ESKT1I08-11144,26.669111,127.919553
ESKT1I08-11145,35.078925,136.100828
ESKT1I08-11149,34.641403,135.764275
ESKT1I08-11152,34.514189,135.942622
ESKT1I08-11155,26.158569,127.689425
ESKT1I08-11157,24.813314,125.319828
ESKT0K02-09029,34.025142,131.441986
ESKT1F03-11038,34.75455,135.486258
ESKT1H03-11128,33.8258,136.031369
ESKT1H03-11129,26.197953,127.720003
ESKT1H03-11130,35.422497,133.397014
ESKT1F03-11039,34.724439,133.835075
ESKT1F03-11024,34.717842,134.923544
ESKT1D01-10169,34.448542,131.453253
ESKT1D01-10173,34.144517,131.5146
ESKT1F03-11042,34.843417,133.585319
ESKT1G15-11104,32.914694,130.832961
ESKT1G15-11105,34.531983,135.957886
ESKT1G15-11111,34.981006,135.899133
ESKT1G15-11113,33.978319,133.337986
ESKT1G15-11114,34.700978,135.950917
ESKT1G15-11116,34.531881,135.411244
ESKT1G15-11117,34.980842,135.900519
ESKT1G15-11118,33.185217,130.451769
ESKT1G15-11122,30.492367,130.952528
ESKT1G15-11123,30.545653,130.948864
ESKT1G05-11070,34.901961,135.911775
ESKT1G05-11075,34.355644,135.236883
ESKT1G05-11076,32.294603,130.973094
ESKT1G05-11077,24.357811,124.192711
ESKT1G05-11078,32.321219,130.978442
ESKT1G05-11083,31.981453,131.398469
ESKT1G05-11084,24.785072,125.286869
ESKT1G05-11085,33.187208,131.644122
ESKT1G05-11087,24.357925,124.208114
ESKT1G05-11088,34.354733,135.236939
ESKT1G05-11089,24.861075,124.350839
ESKT1G05-11091,33.945606,134.297394
ESKT1G05-11092,26.318681,127.898217
ESKT1G05-11093,24.358339,124.20875
ESKT1D30-10214,34.34875,132.344842
ESKT1F11-11045,33.190958,131.645644
ESKT1F11-11049,26.366567,127.771331
ESKT1F11-11050,34.259683,133.884386
ESKT1F11-11051,34.352236,135.253311
ESKT1F11-11053,34.859019,133.752328
ESKT1F11-11056,26.390267,127.832225
ESKT1F11-11060,33.697547,130.487278
ESKT1D01-10200,31.637536,130.390494
ESKT1F03-10241,33.938967,133.284133
ESKT1F03-10242,26.664264,127.902006
ESKT1F03-10243,0.0,0.0
ESKT1F03-10247,26.156103,127.785697
ESKT1F03-11001,32.340728,131.083594
ESKT1F03-11004,34.644942,136.117883
ESKT1F03-11005,24.36725,124.221011
ESKT1F03-11006,34.497642,135.561697
ESKT1F03-11007,35.215586,136.296769
ESKT1F03-11008,24.358175,124.2088
ESKT1F03-11009,24.357811,124.208186
ESKT1F03-11014,34.605525,132.910344
ESKT1F03-11015,34.787247,133.476828
ESKT1F03-11016,24.395792,124.182675
ESKT1F03-11017,24.361506,124.203417
ESKT1F03-11018,34.326408,134.076436
ESKT1F03-11020,34.840083,135.542617
ESKT1F03-11021,33.177808,131.230386
ESKT1F03-11029,33.974083,133.449442
ESKT1F03-11030,35.458803,134.201769
ESKT1F03-11034,31.976161,131.399467
ESKT1F03-11036,0.0,0.0
ESKT1F03-11037,31.991258,131.32905
ESKT1F03-11040,35.466117,134.216986
ESKT1F03-11041,34.53555,135.568169
ESKT1F03-11043,35.331594,134.199528
ESKT1D01-10171,35.521194,134.5657
ESKT1E20-10225,33.233794,130.597953
ESKT1E20-10226,32.174889,131.067467
ESKT1E20-10230,26.347922,127.817128
ESKT1E20-10231,35.284319,136.274736
ESKT1C03-10041,35.437075,133.303983
ESKT1D01-10158,26.203711,127.728225
ESKT1D01-10160,33.712217,130.7453
ESKT1D01-10165,35.477544,133.486106
ESKT1D01-10167,26.375425,127.748494
ESKT1D01-10168,32.339125,131.433286
ESKT1D01-10170,26.514925,127.990975
ESKT1D01-10178,0.0,0.0
ESKT1D01-10182,34.691875,132.810417
ESKT1D01-10186,35.017961,136.059567
ESKT1D01-10189,34.625714,136.108992
ESKT1D01-10194,35.526586,134.128125
ESKT1D01-10198,26.326181,127.851456
ESKT1B01-09139,35.602978,134.616233
ESKT1C02-09185,35.081278,133.946289
ESKT1C01-09176,35.354836,134.199983
ESKT1B01-09158,34.612903,133.751036
ESKT1B01-09161,34.611844,133.751272
ESKT1C02-10012,32.000131,131.297111
ESKT1C02-10013,32.300889,131.045261
ESKT1C02-10015,32.233336,130.714519
ESKT1C02-10020,32.306767,130.534728
ESKT1C02-10021,33.565408,130.353567
ESKT1C02-10023,32.327683,130.567294
ESKT1C02-10024,26.422161,127.737725
ESKT1C02-10028,32.275928,130.945561
ESKT1C02-10032,35.398228,136.311142
ESKT1C02-10034,24.76675,125.318911
ESKT1C02-10035,34.528411,135.378544
ESKT1C03-10039,34.914922,136.561275
ESKT1C03-10040,33.567719,132.712911
ESKT1C03-10043,34.127994,134.519697
ESKT1C03-10044,26.226278,127.760094
ESKT1C03-10047,26.505819,127.868264
ESKT1C02-09180,34.811756,135.756286
ESKT1C02-09181,34.521803,133.915958
ESKT1C02-09190,26.093069,127.677458
ESKT1C02-09244,33.678431,130.714183
ESKT1C02-09245,34.364211,132.2178
ESKT1C02-09249,26.307025,127.783239
ESKT1C02-10002,33.678225,130.714003
ESKT1C02-10003,33.517633,133.426142
ESKT1C02-10008,32.386933,131.513531
ESKT1C01-09172,34.425581,135.387167
ESKT1C01-09173,34.480722,135.521869
ESKT1A25-09129,34.761678,134.7653
ESKT1B24-09167,34.480519,135.52195
ESKT1A07-09109,26.685456,127.901411
ESKT1B01-09140,34.921525,135.495442
ESKT1B01-09148,32.696222,129.888333
ESKT1B01-09149,34.848961,135.646236
ESKT1B01-09150,26.312764,127.913553
ESKT1B01-09152,26.368994,127.834742
ESKT1B01-09154,26.217958,127.707981
ESKT1B01-09155,34.230622,134.154489
ESKT1B01-09159,24.771361,125.372883
ESKT1A25-09126,26.148778,127.744475
ESKT1A07-09084,0.0,0.0
ESKT1A07-09086,26.630169,127.887992
ESKT1A07-09090,26.506258,127.867503
ESKT1A07-09095,26.224928,127.7367
ESKT1A07-09098,24.461103,122.973125
ESKT1A07-09100,34.523156,135.8835
ESKT1A07-09101,34.440558,133.203158
ESKT1A07-09103,31.701036,130.502567
ESKT1A07-09104,24.806839,125.212781
ESKT1A07-09105,32.948667,130.973333
ESKT1A07-09106,26.253669,127.753103
ESKT1A07-09107,34.429892,135.758703
ESKT0K02-09033,35.012333,136.013044
ESKT0I07-07199,0.0,0.0
ESKT0K30-09051,34.568569,135.685983
ESKT0K30-09052,34.603261,136.067386
ESKT0K30-09053,35.186819,135.331169
ESKT0K30-09054,33.416008,130.884094
ESKT0K30-09059,34.528292,132.4361
ESKT0K30-09060,34.568219,133.244408
ESKT0K30-09063,34.440369,135.503175
ESKT0K30-09067,0.0,0.0
ESKT0K30-09069,32.549375,130.438008
ESKT0K30-09070,31.610925,130.459875
ESKT0H04-07170,24.789358,125.306103
ESKT0K02-09001,24.766678,125.318917
ESKT0K02-09003,33.74455,136.011161
ESKT0K02-09005,26.140967,127.701144
ESKT0K02-09006,32.796647,130.029269
ESKT0K02-09008,34.589083,136.082914
ESKT0K02-09011,26.352997,127.840053
ESKT0K02-09013,24.446425,122.981683
ESKT0K02-09014,34.778931,135.615036
ESKT0K02-09023,34.876053,136.059736
ESKT0K02-09026,35.2274,136.254894
ESKT0K02-09032,26.656378,127.917867
ESKT0K02-09035,26.148569,127.744528
ESKT0K02-09036,26.663575,127.900922
ESKT0K02-09040,33.482353,133.366353
ESKT0K02-09042,31.415478,130.956289
ESKT0K02-09047,24.364747,124.179903
ESKT0K02-09048,24.359117,124.231836
ESKT0K02-09049,24.356822,124.23095
ESKT0K02-09050,34.825014,135.649392
ESKT0H04-07134,35.184781,135.0344
ESKT0I07-07190,33.776828,132.815239
ESKT0I07-07191,0.0,0.0
ESKT0I07-07193,34.574942,135.756275
ESKT0I07-07194,0.0,0.0
ESKT0I07-07197,33.191492,131.644836
ESKT0I07-07198,26.604575,127.911069
ESKT0H04-07113,34.253572,132.130178
ESKT0H04-07115,33.846564,133.377392
ESKT0H04-07118,0.0,0.0
ESKT0H04-07119,0.0,0.0
ESKT0H04-07122,32.826806,130.200569
ESKT0H04-07128,24.415667,124.237961
ESKT0H04-07132,24.329417,124.14645
ESKT0H04-07133,24.473725,124.252453
ESKT0H04-07138,34.624033,136.167625
ESKT0H04-07139,33.678653,130.698911
ESKT0H04-07140,35.492344,134.569933
ESKT0H04-07148,24.841253,125.287319
ESKT0H04-07151,34.009217,133.5568
ESKT0H04-07155,33.744647,136.011069
ESKT0H04-07158,33.186408,131.633536
ESKT0H04-07159,33.202844,131.645611
ESKT0H04-07163,33.190769,131.643708
ESKT0H04-07166,31.981875,131.233011
ESKT0H04-07167,32.217353,131.229947
ESKT0H04-07176,24.824678,125.282025
ESKT0C16-06203,34.84055,134.564392
ESKT0C16-06247,33.978533,131.205294
ESKT0F10-07061,0.0,0.0
ESKT0F10-07063,32.2333,130.715911
ESKT0F10-07064,33.915544,130.871292
ESKT0F10-07066,33.648669,130.446008
ESKT0F10-07067,33.7085,130.446183
ESKT0F10-07071,24.813717,125.319544
ESKT0F10-07074,34.374111,132.5156
ESKT0F10-07077,33.567625,130.495253
ESKT0F10-07079,34.575033,135.756408
ESKT0F10-07080,0.0,0.0
ESKT0F10-07081,24.819253,125.304642
ESKT0F10-07083,34.54285,135.756128
ESKT0F10-07084,24.8138,125.319514
ESKT0F10-07086,33.915408,130.871383
ESKT0F10-07088,34.175561,133.786472
ESKT0F10-07094,33.138333,130.666536
ESKT0F10-07095,24.730333,125.381519
ESKT0F10-07096,34.675125,133.815342
ESKT0F10-07097,24.833433,125.298133
ESKT0E22-07013,34.720622,135.460467
ESKT0E22-07014,35.340475,136.405069
ESKT0E22-07018,33.537911,133.210253
ESKT0E22-07021,24.345042,123.991719
ESKT0E22-07022,24.364892,124.156919
ESKT0E22-07023,35.340794,136.405422
ESKT0E22-07028,24.467919,123.010094
ESKT0E22-07029,34.623197,135.987136
ESKT0E22-07031,26.330642,127.892
ESKT0E22-07033,0.0,0.0
ESKT0E22-07038,34.649275,135.830164
ESKT0E22-07042,34.626925,135.832958
ESKT0E22-07043,26.690417,127.924436
ESKT0E22-07045,34.3964,134.849269
ESKT0E22-07048,28.405803,129.590853
ESKT0E22-07055,34.744089,135.697389
ESKT0E22-07058,34.507969,133.364353
ESKT0C05-06192,34.034328,131.619944
ESKT0C05-06182,32.4935,130.41555
ESKT0A16-06108,31.838597,130.981694
ESKT0A08-06081,0.0,0.0
ESKT0C16-06204,32.274428,130.931331
ESKT0C16-06207,32.202911,130.902433
ESKT0C16-06209,0.0,0.0
ESKT0C16-06212,35.178853,136.211892
ESKT0C16-06216,34.47345,135.716856
ESKT0C16-06229,33.68405,135.96725
ESKT0C16-06232,33.654419,130.738878
ESKT0C16-06233,26.207542,127.724703
ESKT0C16-06234,34.792253,135.744603
ESKT0C16-06235,31.489369,131.166528
ESKT0C16-06238,33.654589,130.738919
ESKT0C16-06239,26.181092,127.767869
ESKT0C16-06240,26.152494,127.657833
ESKT0C16-06241,34.573744,135.688294
ESKT0C16-06245,26.372033,127.740061
ESKT0C16-06246,33.968133,133.432083
ESKT0C05-06147,0.0,0.0
ESKT0C05-06149,26.491003,127.845106
ESKT0C05-06152,34.471225,135.391633
ESKT0C05-06157,34.848778,135.645964
ESKT0C05-06161,0.0,0.0
ESKT0C05-06162,26.240761,127.712286
ESKT0C05-06163,26.290544,127.767833
ESKT0C05-06164,34.592353,135.785064
ESKT0C05-06165,0.0,0.0
ESKT0C05-06172,24.813758,125.319506
ESKT0C05-06173,33.492336,133.357828
ESKT0C05-06175,32.052347,130.292631
ESKT0C05-06180,0.0,0.0
ESKT0C05-06183,34.5596,133.336536
ESKT0C05-06186,0.0,0.0
ESKT0C05-06188,33.75355,133.572014
ESKT0C05-06191,32.284397,130.705672
ESKT0C05-06193,33.75725,135.838994
ESKT0C05-06197,32.206961,131.251728
ESKT0A08-06057,0.0,0.0
ESKT0B05-06112,26.629561,128.031286
ESKT0B05-06113,0.0,0.0
ESKT0B05-06115,32.261903,130.979075
ESKT0B05-06119,32.812817,130.337583
ESKT0B05-06122,0.0,0.0
ESKT0B05-06129,34.619681,136.142711
ESKT0B05-06133,24.352517,124.168656
ESKT0B05-06134,35.152361,133.321156
ESKT0B05-06135,34.557339,135.753919
ESKT0B05-06139,33.888311,134.667286
ESKT9J17-05168,34.160044,131.103553
ESKT9K06-05172,34.091814,131.582406
ESKT0A16-06090,33.633761,133.094656
ESKT0A16-06091,26.153875,127.760239
ESKT0A16-06094,0.0,0.0
ESKT0A16-06096,34.523228,135.883567
ESKT0A16-06097,26.345925,127.848628
ESKT0A16-06102,26.406469,127.735461
ESKT0A16-06103,33.317022,132.751186
ESKT0A16-06106,34.637678,136.147267
ESKT0A16-06107,34.325833,133.189278
ESKT9K06-05199,34.811519,134.863128
ESKT0A08-06010,24.420578,124.254353
ESKT0A08-06012,24.337022,124.183428
ESKT0A08-06013,24.358686,124.208578
ESKT0A08-06014,33.483308,133.365089
ESKT0A08-06019,24.750672,125.391975
ESKT0A08-06036,26.368919,127.834572
ESKT0A08-06042,0.0,0.0
ESKT0A08-06044,36.032442,139.357619
ESKT0A08-06045,34.137503,133.774269
ESKT0A08-06046,33.363828,132.941636
ESKT0A08-06047,0.0,0.0
ESKT0A08-06049,0.0,0.0
ESKT0A08-06050,34.790872,132.201383
ESKT0A08-06051,34.440844,133.202614
ESKT0A08-06054,34.226067,133.863431
ESKT0A08-06055,0.0,0.0
ESKT0A08-06061,26.710511,128.014633
ESKT0A08-06062,26.313047,127.913419
ESKT0A08-06064,34.543819,132.459308
ESKT0A08-06067,32.711992,130.300153
ESKT0A08-06083,24.369042,124.123078
ESKT0A06-05214,34.797683,135.596936
ESKT0A06-06004,24.825467,125.149578
ESKT9J03-05110,35.603139,134.616533
ESKT9J03-05130,34.198778,131.664944
ESKT9I27-05070,32.730483,130.949683
ESKT9I27-05077,33.005331,130.421389
ESKT9K26-05202,0.0,0.0
ESKT9K26-05203,26.385664,127.850436
ESKT9K26-05204,26.271089,127.757317
ESKT9K26-05206,34.777317,135.606892
ESKT9K26-05209,35.807444,140.383911
ESKT9K06-05171,26.344467,127.770097
ESKT9K06-05173,0.0,0.0
ESKT9K06-05178,33.234322,131.346353
ESKT9K06-05180,31.595692,130.409969
ESKT9K06-05182,34.225928,133.862914
ESKT9K06-05183,0.0,0.0
ESKT9K06-05184,34.574319,133.260108
ESKT9K06-05185,26.670953,127.912336
ESKT9K06-05187,34.75785,135.596803
ESKT9K06-05188,33.859792,135.928247
ESKT9K06-05191,34.440908,133.202433
ESKT9K06-05192,35.468442,134.2061
ESKT9K06-05193,26.366769,127.801322
ESKT9K06-05197,26.292711,127.784683
ESKT9K06-05198,34.331758,135.700283
ESKT9I11-05008,0.0,0.0
ESKT9J17-05151,34.592436,135.785186
ESKT9J17-05152,0.0,0.0
ESKT9J17-05153,33.362311,132.942494
ESKT9J17-05156,0.0,0.0
ESKT9J17-05157,26.606142,127.944169
ESKT9J17-05159,34.375606,133.901792
ESKT9J17-05160,33.185283,132.53885
ESKT9J17-05162,26.36965,127.815303
ESKT9J17-05163,26.369861,127.815064
ESKT9J17-05166,26.609831,127.972344
ESKT9J17-05167,0.0,0.0
ESKT9J17-05169,26.271189,127.757489
ESKT9J03-05081,24.357825,124.208103
ESKT9J03-05082,0.0,0.0
ESKT9J03-05083,24.358608,124.209058
ESKT9J03-05084,32.015786,131.345236
ESKT9J03-05085,24.779044,125.318808
ESKT9J03-05086,34.883842,135.617014
ESKT9J03-05087,24.358397,124.208789
ESKT9J03-05088,24.401842,124.190011
ESKT9J03-05092,0.0,0.0
ESKT9J03-05095,33.187353,132.440808
ESKT9J03-05096,33.98025,133.438642
ESKT9J03-05097,34.624942,136.083472
ESKT9J03-05113,31.614758,130.481611
ESKT9J03-05115,0.0,0.0
ESKT9J03-05117,0.0,0.0
ESKT9J03-05122,26.181017,127.749667
ESKT9J03-05123,35.047631,136.142378
ESKT9J03-05125,34.593222,135.572167
ESKT9J03-05126,32.698906,131.635131
ESKT9J03-05128,34.848831,135.645022
ESKT9G26-04204,35.520894,134.565714
ESKT9F28-03188,32.826372,130.053608
ESKT9G27-04248,34.095775,134.213336
ESKT9G27-04250,24.357844,124.208036
ESKT9I27-05047,34.761767,134.099647
ESKT9I27-05050,34.374153,132.515575
ESKT9I27-05051,0.0,0.0
