device_id,latitude,longitude
ESKT22K15-16240,42.047892,140.628661
ESKT22K15-16244,43.552294,143.682425
ESKT22K15-16246,0.0,0.0
ESKT22J05-08186,36.382492,140.477294
ESKT22J05-08187,35.313458,139.160239
ESKT22J05-08188,36.506767,140.323556
ESKT22J05-08189,35.401556,140.091394
ESKT22J05-08190,35.350861,139.594253
ESKT22J05-08191,33.916419,133.220033
ESKT22J05-08192,37.687175,140.466303
ESKT22J05-08194,38.728919,140.312647
ESKT22J05-08195,37.949128,140.070858
ESKT22J05-08196,35.991525,140.300406
ESKT22J05-08198,39.733961,140.072342
ESKT22J05-08200,35.888961,139.7113
ESKT22I07-08151,37.011925,140.901358
ESKT22I07-08153,35.639117,139.741653
ESKT22I07-08166,36.655581,140.689175
ESKT22I07-08173,37.439731,140.307858
ESKT22I07-08174,38.920083,140.355325
ESKT22I07-08175,43.2324,144.310311
ESKT22I07-08176,37.645539,140.783519
ESKT22I07-08177,37.087594,140.828944
ESKT22I07-08178,35.079706,136.749828
ESKT22I07-08180,39.326972,141.099511
ESKT22I07-08182,37.271425,140.915539
ESKT22I07-08185,37.439894,140.307344
ESKT22H24-08075,38.860142,140.26345
ESKT22H24-08079,35.600211,139.621342
ESKT22H24-08080,35.826378,139.838839
ESKT22H24-08082,34.356603,134.006775
ESKT22H24-08083,35.021214,136.976319
ESKT22H24-08093,40.149356,140.393253
ESKT22H24-08096,36.729928,137.291097
ESKT22H24-08097,35.872761,139.913503
ESKT22H24-08098,36.364625,140.529225
ESKT22H24-08099,35.4859,140.115947
ESKT22H24-08100,36.744558,139.966031
ESKT22H19-08034,35.774511,139.753775
ESKT22H19-08042,43.601178,144.888778
ESKT22H19-08059,37.390817,140.87205
ESKT22H18-08002,43.018733,143.213511
ESKT22H18-08006,42.860644,143.184942
ESKT22H08-14181,40.551328,141.167692
ESKT22H08-14182,35.47275,139.598967
ESKT22H08-14166,42.660356,141.710711
ESKT22H08-14170,35.914892,139.440583
ESKT22H08-14173,35.977525,139.071672
ESKT22H08-14176,39.059303,140.290986
ESKT22H08-14177,39.075169,140.292931
ESKT22H08-14178,37.727797,140.3855
ESKT22E13-14123,43.167831,142.903294
ESKT22G11-14148,37.069769,138.697711
ESKT22G11-14158,44.589028,142.889225
ESKT22G11-14162,36.270894,139.403275
ESKT22G11-14164,43.409597,141.884228
ESKT22F15-14137,39.2505,141.49965
ESKT22F15-14139,40.547739,141.319453
ESKT22F15-14140,35.837997,139.85465
ESKT22F15-14145,40.289442,140.390558
ESKT22E13-14110,35.549578,139.370858
ESKT22E13-14122,35.559792,139.764947
ESKT22E13-14125,43.840111,143.927092
ESKT22E09-14092,40.479128,141.167175
ESKT22E09-14093,43.011858,143.207583
ESKT22E09-14100,35.973578,139.379322
ESKT22C04-13190,43.28205,145.579564
ESKT22D04-14043,42.239661,140.299044
ESKT22D04-14044,43.746325,142.051169
ESKT22D04-14045,42.785375,141.708478
ESKT22D04-14046,43.289322,141.780767
ESKT22D04-14047,43.695833,143.755319
ESKT22D04-14048,42.910817,140.746275
ESKT22D04-14049,42.833883,142.934433
ESKT22D04-14050,38.833372,139.847061
ESKT22D04-14053,35.862067,139.777481
ESKT22D04-14058,36.310086,139.673628
ESKT22C30-13210,36.414975,139.598769
ESKT22C30-13211,42.983161,141.498961
ESKT22C30-13218,35.678583,140.102133
ESKT22C30-13221,38.242533,139.503911
ESKT22C30-13229,42.037078,140.64235
ESKT22C30-13230,36.636847,140.135417
ESKT22C30-13238,35.608136,139.730711
ESKT22C30-13241,38.6569,140.601778
ESKT22C30-13243,38.59985,140.3072
ESKT22C30-13246,40.284828,140.361619
ESKT22C30-13247,40.480158,141.167611
ESKT22C30-13248,35.653561,139.757272
ESKT22C30-13249,38.927442,139.859433
ESKT22C04-13165,35.977528,139.380169
ESKT22C04-13166,35.678658,140.102258
ESKT22C04-13167,35.678642,140.10225
ESKT22C04-13175,37.879933,140.094783
ESKT22C04-13193,40.047697,140.9535
ESKT22C04-13194,35.480481,139.653539
ESKT22C04-13195,35.537417,139.634183
ESKT22C04-13197,40.567283,141.264275
ESKT22C04-13200,0.0,0.0
ESKT22B07-13146,43.125483,141.688775
ESKT22B07-13150,36.960056,140.870142
ESKT21K29-12221,38.396486,140.948947
ESKT22A12-13034,43.165383,141.090864
ESKT22A12-13037,35.799161,140.441128
ESKT22A11-13009,36.300092,140.505322
ESKT22A11-13014,0.0,0.0
ESKT22A11-13017,36.327642,139.073633
ESKT22A11-13020,36.386094,139.066178
ESKT22A11-13021,37.585953,140.931586
ESKT22A11-13024,40.170656,141.192053
ESKT22A11-13027,40.750581,140.67405
ESKT22A11-13028,41.021108,140.629225
ESKT22A11-13029,36.393711,140.447969
ESKT22A11-13030,40.168775,141.2462
ESKT22A11-13032,42.809719,143.114006
ESKT21L06-12225,43.453767,142.465597
ESKT21L06-12226,36.244569,139.134261
ESKT21L06-12229,0.0,0.0
ESKT21L06-12230,40.257278,140.712492
ESKT21L06-12231,35.851153,139.472225
ESKT21L06-12234,44.188,143.27285
ESKT21L06-12235,35.830453,139.858186
ESKT21L06-12237,44.043933,143.411911
ESKT21L06-12241,38.242389,139.503878
ESKT21K02-1297,38.396056,140.949811
ESKT21K29-12134,35.637344,139.740358
ESKT21K29-12137,37.433678,140.955578
ESKT21K29-12140,35.975664,138.586833
ESKT21K29-12203,41.200633,140.8996
ESKT21K29-12206,35.845553,139.723211
ESKT21K29-12207,37.875578,140.707144
ESKT21K29-12213,0.0,0.0
ESKT21K29-12222,37.367186,140.424225
ESKT21K02-12103,40.76225,140.738192
ESKT21K02-12105,40.454433,141.181742
ESKT21K02-12106,36.527064,139.820508
ESKT21K02-12108,35.313428,139.160619
ESKT21K02-12109,35.930936,139.733875
ESKT21K02-12110,35.739819,140.435083
ESKT21K02-12112,36.469317,140.609592
ESKT21K02-12115,35.693369,140.453272
ESKT21K02-12117,42.357258,139.974261
ESKT21K02-12118,37.916217,139.227044
ESKT21K02-12119,35.460133,139.375633
ESKT21K02-12120,44.229225,143.243417
ESKT21K02-12121,38.2596,141.002308
ESKT21K02-12124,37.343308,140.305733
ESKT21K02-12126,37.327717,140.829228
ESKT21K02-12131,35.639781,139.741917
ESKT21K02-12133,35.852978,140.546175
ESKT21K02-1283,35.446267,137.339242
ESKT21K02-1285,40.5378,141.359125
ESKT21K02-1290,36.35545,139.713775
ESKT21K02-1293,41.234733,140.977517
ESKT21K02-1295,38.282933,141.019722
ESKT21J26-12073,38.403111,141.495283
ESKT21J26-12074,38.841858,139.849531
ESKT21J26-12075,36.74945,137.295614
ESKT21J26-12076,40.175242,140.918511
ESKT21J26-12077,39.275358,140.7194
ESKT21J26-12078,38.324075,139.540256
ESKT21J26-12080,35.257667,136.571522
ESKT21J26-12081,38.752786,140.070411
ESKT21J26-12082,43.994753,143.329942
ESKT1J05-103087,42.860494,143.033867
ESKT1J05-12069,36.649958,137.991578
ESKT1J01-11188,36.278944,139.369244
ESKT1J01-11191,36.333708,139.390819
ESKT1J01-11192,43.923636,144.405011
ESKT1J01-11194,36.983558,139.805414
ESKT1J01-11196,42.240439,140.246167
ESKT1J01-11197,42.789372,141.904403
ESKT1J01-11198,41.199561,140.514961
ESKT1J01-11199,34.175578,133.790953
ESKT1J01-11200,39.471908,140.481978
ESKT1J01-11201,37.311458,140.983531
ESKT1J01-12052,36.085381,139.901314
ESKT1J01-12053,43.013872,141.711267
ESKT1J01-12054,39.756075,140.616708
ESKT1J01-12055,33.9407,130.781417
ESKT1J01-12056,36.279075,139.368728
ESKT1J01-12057,33.192361,130.516894
ESKT1J01-12059,38.631581,140.205908
ESKT1J01-12060,38.344208,141.031047
ESKT1J01-12061,38.713583,139.825775
ESKT1J01-12062,37.887403,139.925119
ESKT1I16-11179,42.968319,141.565592
ESKT1I13-11168,0.0,0.0
ESKT1I13-11173,43.314175,141.554586
ESKT1I08-11147,42.037336,140.643025
ESKT1I08-11150,40.335086,140.121089
ESKT1I08-11160,38.076711,140.576114
ESKT1I08-11161,38.085203,140.580783
ESKT1I08-11163,36.770203,140.629078
ESKT1H03-11125,43.924053,144.016317
ESKT1H03-11126,36.399878,139.390711
ESKT1H03-11132,36.337297,138.785103
ESKT1F03-10238,40.116867,140.279867
ESKT1G15-11107,37.917097,139.160092
ESKT1G15-11108,35.732669,139.85835
ESKT1G15-11110,38.245308,140.992875
ESKT1G15-11115,42.6448,141.592911
ESKT1G15-11121,43.933467,141.639253
ESKT1G05-11065,37.809194,140.985356
ESKT1G05-11068,43.466742,144.859725
ESKT1G05-11069,40.609031,141.04075
ESKT1G05-11073,43.75545,143.554128
ESKT1G05-11080,41.2929,140.945344
ESKT1F03-11044,42.359078,140.044433
ESKT1F11-11046,37.664508,139.782961
ESKT1F11-11047,40.614925,141.242811
ESKT1F11-11054,40.301467,140.420858
ESKT1F11-11055,40.737478,141.161294
ESKT1F11-11057,43.395042,141.872183
ESKT1F11-11058,42.186817,139.416178
ESKT1F11-11059,38.105422,139.9453
ESKT1F11-11061,40.240292,140.779667
ESKT1F11-11063,43.048694,144.296825
ESKT1F03-10237,35.888394,139.710928
ESKT1F03-10239,40.958867,140.906758
ESKT1F03-10240,40.001853,140.591503
ESKT1F03-10244,37.670544,140.984414
ESKT1F03-10245,36.326225,139.619428
ESKT1F03-10246,40.276839,141.025669
ESKT1F03-10248,37.859906,140.919236
ESKT1F03-11002,40.570214,141.346331
ESKT1F03-11003,43.819161,144.367397
ESKT1F03-11012,35.619597,139.726361
ESKT1F03-11013,35.706169,139.661989
ESKT1F03-11019,35.826475,139.838978
ESKT1F03-11026,43.711517,145.037117
ESKT1E20-10227,0.0,0.0
ESKT1E20-10228,37.834211,140.958219
ESKT1E20-10229,37.430686,141.010842
ESKT1D30-10217,37.393211,138.820833
ESKT1D30-10223,36.639253,140.151931
ESKT1C02-10006,35.052686,136.902781
ESKT1D14-102017,36.360789,138.942842
ESKT1D01-10175,40.651906,141.266339
ESKT1D01-10176,38.144125,140.291544
ESKT1D01-10180,0.0,0.0
ESKT1D01-10184,37.520994,140.158661
ESKT1D01-10185,0.0,0.0
ESKT1D01-10188,40.879242,140.963
ESKT1D01-10190,37.367053,140.423761
ESKT1D01-10191,35.654475,139.771558
ESKT1D01-10193,35.851261,139.472003
ESKT1D01-10195,45.132831,142.374817
ESKT1D01-10196,40.479367,140.589503
ESKT1D01-10197,35.865047,139.771878
ESKT1D01-10202,37.271869,140.916425
ESKT1D01-10203,33.671972,130.486603
ESKT1D01-10206,37.834319,140.957106
ESKT1D01-10207,37.635228,140.998378
ESKT1C02-10011,35.776383,140.373669
ESKT1C02-10017,38.664456,140.908881
ESKT1C02-10022,43.281733,143.290789
ESKT1C02-10025,36.329658,140.541661
ESKT1C02-10026,42.970161,141.3303
ESKT1C02-10027,37.342986,140.305592
ESKT1C02-10029,43.352839,141.722639
ESKT1C02-10030,39.740039,140.109939
ESKT1C02-10031,36.547594,139.901989
ESKT1C02-10036,44.180917,142.366964
ESKT1C02-10037,44.041786,143.434947
ESKT1C02-09178,42.409644,143.382386
ESKT1C02-09184,39.142858,139.949178
ESKT1C02-09191,35.864961,139.7724
ESKT1C02-09242,42.715108,140.812819
ESKT1C02-09246,35.812925,139.528128
ESKT1C02-09247,36.427844,138.937192
ESKT1C02-10004,38.356283,141.523286
ESKT1C02-10007,43.552642,143.682647
ESKT1C02-10009,41.200556,140.899617
ESKT1C02-10010,42.116461,140.674969
ESKT1C01-09168,37.670611,140.984328
ESKT1C01-09170,37.616203,140.636042
ESKT1C01-09171,37.859606,140.919633
ESKT1C01-09174,37.69055,140.737758
ESKT1C01-09175,36.308194,140.520511
ESKT1C01-09177,42.703358,143.129517
ESKT1B24-09163,36.960444,140.920258
ESKT1B24-09164,43.384192,143.426594
ESKT1B24-09166,40.873353,141.084603
ESKT1B01-09162,36.119292,139.472917
ESKT1B01-09132,32.197003,130.832244
ESKT1B01-09134,36.333903,139.3911
ESKT1B01-09138,40.143144,140.192925
ESKT1B01-09142,32.273961,130.931114
ESKT1B01-09144,43.125461,141.688808
ESKT1B01-09145,43.010039,141.6196
ESKT1B01-09146,42.968178,144.076281
ESKT1B01-09153,36.235531,139.763747
ESKT1B01-09156,43.010269,141.619911
ESKT1A25-09127,35.887822,139.744297
ESKT1A25-09128,37.733628,140.438092
ESKT1A25-09130,42.499633,141.275131
ESKT1A25-09131,35.678631,140.102153
ESKT0K30-09061,37.144203,140.186703
ESKT1A07-09083,35.798808,140.441969
ESKT1A07-09089,35.913683,139.719625
ESKT1A07-09094,0.0,0.0
ESKT1A07-09097,35.352169,139.560889
ESKT1A07-09102,36.020853,140.048006
ESKT1A07-09108,43.020178,143.327028
ESKT1A07-09111,43.737478,142.635731
ESKT0K02-09039,37.258717,139.787883
ESKT0K30-09056,35.856242,139.622306
ESKT0K30-09058,36.397183,139.0025
ESKT0K30-09064,0.0,0.0
ESKT0K30-09065,36.644531,138.979767
ESKT0K30-09068,35.782281,139.709369
ESKT0K02-09002,39.797344,140.051061
ESKT0K02-09017,36.257061,139.182167
ESKT0K02-09018,35.857436,139.656019
ESKT0K02-09019,35.608128,139.733411
ESKT0K02-09021,38.856789,140.323244
ESKT0K02-09028,35.872783,139.913664
ESKT0K02-09034,35.519844,140.228225
ESKT0K02-09037,37.2432,140.994542
ESKT0K02-09038,0.0,0.0
ESKT0K02-09043,42.288861,142.780161
ESKT0H04-07112,36.376219,139.556603
ESKT0I07-07196,35.927192,139.703644
ESKT0I07-07201,37.905742,140.796311
ESKT0I07-07202,35.826392,139.838969
ESKT0I07-07204,0.0,0.0
ESKT0E22-07011,35.695803,139.760736
ESKT0F10-07065,40.254153,140.252067
ESKT0H04-07105,39.849322,141.795319
ESKT0H04-07106,39.629194,141.1241
ESKT0H04-07108,36.534411,140.357936
ESKT0H04-07109,0.0,0.0
ESKT0H04-07111,35.930878,139.733903
ESKT0H04-07114,35.884336,140.554081
ESKT0H04-07116,0.0,0.0
ESKT0H04-07117,0.0,0.0
ESKT0H04-07120,0.0,0.0
ESKT0H04-07121,37.627725,140.480619
ESKT0H04-07129,35.669539,139.750364
ESKT0H04-07131,35.618433,139.314794
ESKT0H04-07136,35.700961,139.415489
ESKT0H04-07143,39.532128,140.349097
ESKT0H04-07144,36.531842,139.987303
ESKT0H04-07153,0.0,0.0
ESKT0H04-07156,40.551286,141.167669
ESKT0H04-07162,42.833506,142.936644
ESKT0H04-07168,0.0,0.0
ESKT0H04-07169,36.535072,139.893561
ESKT0H04-07171,40.176144,140.802722
ESKT0H04-07172,42.580103,140.455875
ESKT0H04-07173,39.361864,140.075147
ESKT0H04-07174,40.623758,140.542958
ESKT0H04-07178,44.228042,143.445253
ESKT0H04-07179,36.423567,138.995386
ESKT0H04-07180,39.304475,140.249686
ESKT0H04-07181,44.368642,143.304947
ESKT0H04-07183,40.120619,140.790194
ESKT0H04-07184,37.500017,141.034514
ESKT9E30-03045,39.139194,139.995203
ESKT0E22-07046,42.741692,140.459067
ESKT0E22-07047,43.27255,141.647
ESKT0E22-07049,43.148011,141.204142
ESKT0E22-07051,45.288378,141.742272
ESKT0C05-06160,43.284267,141.683819
ESKT0B05-06117,43.12705,141.302706
ESKT0C16-06248,43.981578,141.647692
ESKT0C16-06249,44.730683,141.797186
ESKT0C16-07002,43.378583,141.867844
ESKT0C16-07003,43.046408,140.744339
ESKT0C16-07004,43.581958,141.477692
ESKT0F10-07062,36.406356,138.923675
ESKT0F10-07070,38.077367,140.575431
ESKT0F10-07085,0.0,0.0
ESKT0F10-07091,39.393644,140.141533
ESKT0F10-07092,40.047492,140.800394
ESKT0F10-07093,32.200922,130.933403
ESKT0F10-07098,40.113783,140.359581
ESKT0F10-07100,39.631169,141.965875
ESKT0F10-07101,38.229019,140.715433
ESKT0F10-07102,40.190914,141.765128
ESKT0F10-07103,38.734997,139.794553
ESKT0F10-07104,0.0,0.0
ESKT0C05-06187,39.504733,140.187239
ESKT0C05-06199,43.387081,141.822006
ESKT0E22-07012,35.865328,139.785681
ESKT0E22-07015,37.459253,140.602333
ESKT0E22-07024,36.799631,138.212564
ESKT0E22-07027,42.040717,140.603886
ESKT0E22-07032,0.0,0.0
ESKT0E22-07035,43.017542,141.627517
ESKT0E22-07037,0.0,0.0
ESKT0E22-07039,35.829944,139.759244
ESKT0E22-07040,36.318008,139.688839
ESKT0E22-07050,41.782689,140.152436
ESKT0E22-07056,43.169875,140.749719
ESKT0E22-07057,0.0,0.0
ESKT0E22-07059,40.334064,141.016272
ESKT0E22-07060,36.596347,139.747514
ESKT0C16-06221,44.729819,141.782717
ESKT0C16-06222,0.0,0.0
ESKT0C16-06223,42.374117,140.040608
ESKT0C16-06224,44.949142,141.861869
ESKT0C16-06225,42.39075,141.0736
ESKT0C16-06226,42.391061,141.073911
ESKT0C16-06227,43.332319,141.788125
ESKT0C05-06200,43.052389,141.655281
ESKT0C05-06154,37.546542,140.441708
ESKT0A08-06034,42.605206,141.798958
ESKT0A08-06073,43.332381,141.787717
ESKT0A08-06074,0.0,0.0
ESKT0A08-06079,44.379208,141.710036
ESKT0A08-06085,37.374219,140.380514
ESKT0A08-06087,37.601311,140.13015
ESKT0B05-06136,37.5222,140.158667
ESKT0C16-06205,36.930161,140.441539
ESKT0C16-06208,36.284319,139.0884
ESKT0C16-06210,39.739925,140.109583
ESKT0C16-06213,38.282878,141.019511
ESKT0C16-06218,36.337003,138.785056
ESKT0C16-06219,35.865511,139.785611
ESKT0C16-06220,37.940656,140.802483
ESKT0C16-06228,36.650033,137.991608
ESKT0C16-06230,0.0,0.0
ESKT0C16-06237,0.0,0.0
ESKT0C16-06243,0.0,0.0
ESKT0C16-06250,37.501667,141.033194
ESKT0C16-07001,42.951342,143.139472
ESKT0C16-07005,38.415353,141.255769
ESKT0C16-07007,42.960517,143.127825
ESKT0C16-07009,42.969147,144.075617
ESKT0C16-07010,43.644439,143.473642
ESKT0C05-06153,35.737908,139.569889
ESKT0C05-06166,35.655092,139.798819
ESKT0C05-06167,37.381119,140.297942
ESKT0C05-06168,38.699542,139.806217
ESKT0C05-06169,35.781494,139.7068
ESKT0C05-06170,0.0,0.0
ESKT0C05-06174,36.337931,139.154408
ESKT0C05-06177,0.0,0.0
ESKT0C05-06178,0.0,0.0
ESKT0C05-06181,41.3725,140.996861
ESKT0C05-06184,35.669381,139.750325
ESKT0A08-06037,0.0,0.0
ESKT0A08-06033,44.245439,143.264586
ESKT0A16-06092,37.416558,140.241439
ESKT0B05-06116,0.0,0.0
ESKT0B05-06120,36.483481,140.449403
ESKT0B05-06128,40.120586,140.790381
ESKT0B05-06130,0.0,0.0
ESKT0B05-06132,38.426572,141.252833
ESKT0B05-06141,35.876961,139.630386
ESKT0B05-06143,0.0,0.0
ESKT0A16-06098,36.687461,138.268578
ESKT0A16-06109,35.726178,139.7181
ESKT0A08-06011,0.0,0.0
ESKT0A08-06015,39.121708,140.481636
ESKT0A08-06016,39.036139,140.473056
ESKT0A08-06024,0.0,0.0
ESKT0A08-06025,39.648219,140.150233
ESKT0A08-06026,43.012317,141.389789
ESKT0A08-06027,37.726653,140.389553
ESKT0A08-06028,0.0,0.0
ESKT0A08-06029,43.077964,141.449908
ESKT0A08-06030,43.223992,143.547319
ESKT0A08-06032,37.352203,141.010664
ESKT0A08-06038,43.909244,142.307125
ESKT0A08-06039,35.505686,139.768628
ESKT0A08-06052,36.980436,140.227144
ESKT0A08-06056,38.255594,140.956578
ESKT0A08-06058,35.719697,139.431358
ESKT0A08-06059,35.448425,139.657847
ESKT0A08-06069,39.043025,139.869311
ESKT0A08-06070,38.961692,139.837389
ESKT0A08-06071,43.014528,141.846311
ESKT0A08-06072,39.310308,141.104461
ESKT0A08-06075,35.456964,139.680669
ESKT0A08-06076,38.634642,140.984597
ESKT0A08-06077,43.302558,142.397983
ESKT0A08-06078,38.420958,140.899067
ESKT0A08-06080,0.0,0.0
ESKT0A08-06082,42.982483,141.588194
ESKT0A08-06086,43.645067,143.475328
ESKT0A08-06088,36.5339,140.358958
ESKT9J03-05090,42.658428,141.669875
ESKT9K26-05201,39.658203,140.258992
ESKT9K26-05205,37.384697,140.359625
ESKT9K26-05207,36.098903,140.554825
ESKT9K26-05208,40.235092,141.215044
ESKT9K26-05210,35.748461,139.786117
ESKT9I27-05080,36.008511,140.187328
ESKT9I27-05059,36.421375,140.448419
ESKT9I27-05063,35.629275,140.286125
ESKT9I27-05067,35.966953,140.559264
ESKT9I27-05069,35.678,140.092397
ESKT9K18-05200,0.0,0.0
ESKT9K06-05174,35.654564,139.737917
ESKT9K06-05176,0.0,0.0
ESKT9K06-05179,40.567142,141.263825
ESKT9K06-05186,36.502061,139.872878
ESKT9K06-05194,39.405894,140.030161
ESKT9F27-03158,0.0,0.0
ESKT9I12-05035,44.944053,142.573878
ESKT9I12-05036,43.664808,141.89085
ESKT9I12-05037,43.938106,141.66975
ESKT9I12-05039,43.571642,142.255533
ESKT9I27-05046,0.0,0.0
ESKT9I27-05042,43.082544,141.265033
ESKT9I27-05045,43.173239,140.935433
ESKT9I27-05041,35.445753,139.981186
ESKT9I27-05044,36.406008,140.037606
ESKT9J17-05154,40.346261,141.022494
ESKT9J17-05158,37.901592,140.770814
ESKT9J17-05165,38.159822,140.699961
ESKT9I12-05040,36.252961,140.181994
ESKT9I27-05043,35.595856,139.6225
ESKT9I12-05038,36.007869,140.185481
ESKT9G26-04189,41.775044,140.81995
ESKT9G26-04236,42.786936,141.705792
ESKT9I11-05009,42.153872,139.517456
ESKT9I12-05015,43.008908,140.542094
ESKT9H19-04245,35.611053,139.125292
ESKT9I11-05002,42.229003,142.66765
ESKT9I11-05003,41.864953,140.707942
ESKT9I11-05004,43.158011,142.786111
ESKT9J03-05098,35.951222,140.5678
ESKT9J03-05099,35.884217,139.751011
ESKT9J03-05112,0.0,0.0
ESKT9J03-05114,0.0,0.0
ESKT9J03-05118,35.147617,140.106458
ESKT9J03-05121,40.353869,140.770344
ESKT9J03-05124,41.1972,140.903961
ESKT9J03-05129,35.637061,139.254844
ESKT9E30-03058,40.111994,140.796017
ESKT9I27-05048,36.337167,138.785044
ESKT9I27-05049,36.483008,140.449317
ESKT9I27-05055,38.066011,140.588242
ESKT9I27-05057,32.197703,130.832058
ESKT9I27-05061,35.588833,139.3114
ESKT9I27-05062,35.402353,139.356283
ESKT9I27-05064,0.0,0.0
ESKT9I27-05074,36.687486,138.268594
ESKT9I27-05075,35.780986,140.072442
ESKT9I27-05076,36.687525,138.2686
ESKT9F28-03187,41.942125,140.657892
ESKT9G05-04034,0.0,0.0
ESKT9H19-04242,41.864647,140.708083
ESKT9H19-04243,41.917942,140.1501
ESKT9I12-05013,38.426583,141.252225
ESKT9I12-05018,37.360336,140.94525
ESKT9I12-05022,36.482717,140.449008
ESKT9I12-05023,36.777325,140.342881
ESKT9I12-05026,0.0,0.0
ESKT9I12-05028,36.345078,140.422656
ESKT9I12-05029,35.781025,140.0723
ESKT9I12-05031,36.336761,138.7853
ESKT9G05-04040,37.456358,140.249789
ESKT9G12-04052,41.79955,140.550456
ESKT9G12-04058,38.729225,140.312472
ESKT9I11-05001,43.144797,143.510233
ESKT9G12-04051,42.66675,141.0914
ESKT9G12-04053,42.496058,140.361436
ESKT9G12-04054,0.0,0.0
ESKT9G12-04055,43.191631,141.269492
ESKT9G12-04056,42.958342,141.355781
ESKT9G12-04049,36.303267,140.511569
ESKT8H17-13129,0.0,0.0
ESKT9G12-04047,36.548228,139.797669
ESKT9G26-04187,0.0,0.0
ESKT9G26-04188,36.576442,140.418558
ESKT9F27-03162,0.0,0.0
ESKT9F27-03160,37.9784,139.9432
ESKT9F27-03163,0.0,0.0
ESKT9G04-03218,39.539361,141.927161
ESKT8H02-13098,0.0,0.0
ESKT9G04-03217,42.560203,140.424992
ESKT9G26-04203,43.891992,145.088833
ESKT9G26-04208,36.647983,137.991486
ESKT9G26-04210,0.0,0.0
ESKT9G26-04212,35.4618,139.689975
ESKT9G26-04213,35.467386,139.678886
ESKT9G26-04215,35.458425,139.691753
ESKT9G26-04221,0.0,0.0
ESKT9G26-04226,0.0,0.0
ESKT9G26-04227,0.0,0.0
ESKT9G26-04228,0.0,0.0
ESKT9G26-04229,0.0,0.0
ESKT9G26-04230,0.0,0.0
ESKT9G26-04231,36.763261,139.7151
ESKT9G26-04232,0.0,0.0
ESKT9G26-04233,0.0,0.0
ESKT9G26-04234,0.0,0.0
ESKT9E30-03048,43.600342,141.889153
ESKT9G26-04191,35.563433,139.471269
ESKT9G26-04192,40.294078,141.785617
ESKT9G26-04193,0.0,0.0
ESKT9G26-04194,0.0,0.0
ESKT9G26-04195,40.111158,141.78245
ESKT9G19-04118,35.879394,139.706342
ESKT9G19-04121,0.0,0.0
